Collector ID,ID,Species,Leaf,Seeds,Cap,Photo,Herb,Date,Lat N,Long E,Altitude,Notes,Ø cap,h cap,Ø inv,h inv,Ø stem,Ø syn,h syn,Ø stem syn,Cap/Stem
LP1,FR0,Achillea millefolium ,X,,,,X,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP2,FR1a,Cirsium arvense ,X,,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP3,FR1b,Leucanthemum adustum ,X,,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP4,FR1c,Erigeron alpinus ,X,,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP5,FR1d,Hieracium pilosella ,X,,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP6,FR1e,Crepis sp ,,,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP7,FR1f,Hieracium glaucopsis ,X,X,,,X,24/07/2016,44.33469,6.29546,,Uncertain determination; see determination note. Note on newspaper reads “Species A Site 1”; might be 8a,,,,,,,,,
LP8,FR2a,Hieracium glaucopsis ,X,X,,,X,24/07/2016,44.33469,6.29546,,Check determination note,,,,,,,,,
LP9,FR2b,Hieracium villosum ,X,X,,,X,24/07/2016,44.33469,6.29546,,"Mixed… One indeterminable, H. villosum size very anomalous. Check determination note. ",,,,,,,,,
LP10,FR3,Cirsium acaule ,X,,,,X,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP11,FR4,Tragopogon pratensis orientalis,X,,,,X,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP12,FR5,Centaurea uniflora ,X,,,,X,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP13,FR6,Carduus defloratus carlinifolius,X,,,,X,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP14,FR7,Aster alpinus ,X,X,,,X,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP15,FR8a,Hieracium sp ,X,,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP16,FR8b,Hieracium sp ,,X,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP17,FR8c,Hieracium sp ,,X,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP18,FR8d,Erigeron alpinus ,,X,,,X,24/07/2016,44.33469,6.29546,,Check determination note; only one with ascertained 3 kinds of flowers,,,,,,,,,
LP19,FR8e,Hieracium villosum ,X,X,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP20,FR8f,Pilosella officinarum ,X,,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP21,FR8g,Leucanthemum adusttum cuneifolium,X,X,,,X,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP22,FR9,Carduus (litigiosus) ,,,,,X,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP23,FR10,Centaurea uniflora ,X,,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP24,FR11,Hieracium sp ,,,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP25,FR12,Carduus sp ,X,,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP26,FR13,Leontodon hispidus ,X,X,,,X,24/07/2016,44.33469,6.29546,,Could be L. crispsus or L. hirtus,,,,,,,,,
LP27,FR13a,Hieracium intybaceum ,,,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP28,FR13b,Lactuca muralis ,,,,,,24/07/2016,44.33469,6.29546,,,,,,,,,,,
LP29,FR14a,Carduus sp ,X,,,,,24/07/2016,44.34002,6.29641,1847,,,,,,,,,,
LP30,FR14b,Cirsium sp ,X,,,,,24/07/2016,44.34002,6.29641,1847,,,,,,,,,,
LP31,FR15,Centaurea uniflora ,X,X,,,,24/07/2016,44.34002,6.29641,1847,,,,,,,,,,
LP32,FR16a,Tragopogon pratensis ,X,,,,,24/07/2016,44.34002,6.29641,1847,,,,,,,,,,
LP33,FR16b,Achillea millefolium ,,,,,,24/07/2016,44.34002,6.29641,1847,,,,,,,,,,
LP34,FR17,Leucanthemum adustum ,X,,,,,24/07/2016,44.34002,6.29641,1847,,,,,,,,,,
LP35,FR18,Hieracium sp ,X,,,,,24/07/2016,44.34002,6.29641,1847,,,,,,,,,,
LP36,FR19,Achillea millefolium ,X,,,,,24/07/2016,44.34002,6.29641,1847,,,,,,,,,,
LP37,FR20,Hieracium cydoniifolium ,X,,,,X,24/07/2016,44.34002,6.29641,1847,,,,,,,,,,
LP38,FR21,Aster alpinus ,,,,,,24/07/2016,44.33802,6.29635,1893,,,,,,,,,,
LP39,FR22,Centaurea uniflora ,X,,,,,24/07/2016,44.33802,6.29635,1893,,,,,,,,,,
LP40,FR23,Achillea millefolium ,X,,,,,24/07/2016,44.33802,6.29635,1893,,,,,,,,,,
LP41,FR24,Tragopogon pratensis ,X,,,,,24/07/2016,44.33802,6.29635,1893,,,,,,,,,,
LP42,FR25,Leucanthemum adustum ,X,,,,,24/07/2016,44.33802,6.29635,1893,,,,,,,,,,
LP43,FR26,Hieracium sp ,X,,,,,24/07/2016,44.33802,6.29635,1893,,,,,,,,,,
LP44,FR27,Arnica montana ,X,X,,,X,24/07/2016,44.33802,6.29635,1893,,,,,,,,,,
LP45,FR28,Hieracium villosum ,X,X,,,X,24/07/2016,44.33802,6.29635,1893,Check determination note,,,,,,,,,
LP46,FR29,Leucanthemum adustum ,X,,,,,24/07/2016,44.33598,6.29635,1987,,,,,,,,,,
LP47,FR30,Tragopogon pratensis ,X,,,,,24/07/2016,44.33598,6.29635,1987,,,,,,,,,,
LP48,FR31,Carduus sp ,X,,,,,24/07/2016,44.33598,6.29635,1987,,,,,,,,,,
LP49,FR32,Leontodon crispus ,X,,,,X,24/07/2016,44.33598,6.29635,1987,Uncertain determination; see determination note,,,,,,,,,
LP50,FR33,Centaurea jacea jacea,X,X,,,X,24/07/2016,44.33598,6.29635,1987,,,,,,,,,,
LP51,FR34,Achillea millefolium ,X,,,,,24/07/2016,44.33598,6.29635,1987,,,,,,,,,,
LP52,FR35,Aster alpinus ,X,X,,,,24/07/2016,44.33598,6.29635,1987,,,,,,,,,,
LP53,FR36,Hieracium intybaceum ,X,X,,,,24/07/2016,44.33598,6.29635,1987,,,,,,,,,,
LP54,FR37,Aster alpinus ,X,,,,,24/07/2016,44.33535,6.29567,,,,,,,,,,,
LP55,FR38,Leucanthemum adustum ,X,,,,,24/07/2016,44.33535,6.29567,,,,,,,,,,,
LP56,FR39,Centaurea uniflora ,,,,,,24/07/2016,44.33535,6.29567,,,,,,,,,,,
LP57,FR40,Arnica montana ,X,,,,,24/07/2016,44.33535,6.29567,,,,,,,,,,,
LP58,FR41,Achillea millefolium ,X,,,,,24/07/2016,44.33535,6.29567,,,,,,,,,,,
LP59,FR42,Carduus sp ,X,,,,,24/07/2016,,,,,,,,,,,,,
LP60,FR44,Hieracium sp ,X,,,,,24/07/2016,44.33443,6.29046,,,,,,,,,,,
LP61,FR45a,Antennaria dioica ,X,X,,,X,24/07/2016,44.33443,6.29046,,,,,,,,,,,
LP62,FR45b,Hieracium sp ,X,X,,,,24/07/2016,44.33443,6.29046,,,,,,,,,,,
LP63,FR46,Leontodon crispus ,X,X,,,X,24/07/2016,44.33443,6.29046,,,,,,,,,,,
LP64,FR48,Hieracium sp ,,,,,,24/07/2016,44.34171,6.29706,1802,Check determination note,,,,,,,,,
LP65,FR49a,Leucanthemum adustum ,X,,,,,24/07/2016,44.34171,6.29706,1802,,,,,,,,,,
LP66,FR49b,Hieracium sp ,X,,,,,24/07/2016,44.34171,6.29706,1802,,,,,,,,,,
LP67,FR50,Cirsium acaule ,X,,,,,24/07/2016,44.34171,6.29706,1802,,,,,,,,,,
LP68,FR51,Carduus sp ,X,,,,,24/07/2016,44.34171,6.29706,1802,,,,,,,,,,
LP69,FR52,Adenostyles alliariae ,X,X,,,X,24/07/2016,44.34171,6.29706,1802,,,,,,,,,,
LP70,FR53,Tragopogon pratensis ,X,,,,,24/07/2016,44.34171,6.29706,1802,,,,,,,,,,
LP71,FR54,Centaurea uniflora ,X,,,,,24/07/2016,44.34171,6.29706,1802,,,,,,,,,,
LP72,FR55,Achillea millefolium ,X,,,,,24/07/2016,44.34171,6.29706,1802,,,,,,,,,,
LP73,FR56,Leontodon sp ,,,,,X,24/07/2016,44.34171,6.29706,1802,Impossible to determine at species level: small voucher and underdeveloped akenes.,,,,,,,,,
LP74,FR57,Cirsium sp ,X,,,,,24/07/2016,44.34171,6.29706,1802,,,,,,,,,,
LP75,FR58,Centaurea jacea jacea,X,,,,X,24/07/2016,44.34171,6.29706,1802,,,,,,,,,,
LP76,FR59,Centaurea jacea ,X,,,,,24/07/2016,44.34171,6.29706,1802,,,,,,,,,,
LP77,FR60,Tragopogon pratensis ,X,X,,,,24/07/2016,,,,,,,,,,,,,
LP78,FR61,Arnica montana ,X,X,,,,24/07/2016,,,,,,,,,,,,,
LP79,FR62,Aster alpinus ,X,,,,,24/07/2016,,,,,,,,,,,,,
LP80,FR63,Achillea millefolium ,,,,,,24/07/2016,,,,,,,,,,,,,
LP81,FR64,Leucanthemum adustum ,X,,,,,24/07/2016,,,,,,,,,,,,,
LP82,FR65,Cirsium acaule ,X,,,,,24/07/2016,,,,,,,,,,,,,
LP83,FR66,Centaurea uniflora ,X,,,,,24/07/2016,,,,,,,,,,,,,
LP84,FR67,Senecio doronicum ,X,X,,,X,24/07/2016,,,,,,,,,,,,,
LP85,FR67b,Senecio doronicum ,X,,,,,24/07/2016,,,,,,,,,,,,,
LP86,FR68,Cardueae   ,X,,,,,24/07/2016,,,,,,,,,,,,,
LP87,FR69,Hieracium sp ,,,,,,24/07/2016,,,,,,,,,,,,,
LP88,FR70,Andryala integrifolia ,,,,,,24/07/2016,,,,,,,,,,,,,
LP89,FR71,Pilosella cymosa ,X,X,,,X,24/07/2016,,,,"In Flora Alpina Pilosella is sunk into Hieracium, ie: H. cymosum",,,,,,,,,
LP90,FR72,Hieracium sp ,X,,,,,24/07/2016,,,,,,,,,,,,,
LP91,FR73,Erigeron alpinus ,X,X,,,X,24/07/2016,,,,Uncertain determination; see determination note,,,,,,,,,
LP92,FR74,Hieracium murorum ,X,X,,,X,24/07/2016,,,,,,,,,,,,,
LP93,FR75a,Cirsium vulgare ,X,,,,,24/07/2016,,,,,,,,,,,,,
LP94,FR75b,Hieracium sp ,X,X,,,,24/07/2016,,,,,,,,,,,,,
LP95,FR75c,Pilosella sp ,,,,,,24/07/2016,,,,,,,,,,,,,
LP96,FR76,Erigeron neglectus ,X,X,,,X,25/07/2016,44.38621,6.39601,2219,Check determination note,,,,,,,,,
LP97,FR77,Carduus defloratus carlinifolius,,,,,X,25/07/2016,44.38621,6.39601,2219,,,,,,,,,,
LP98,FR78,Leucanthemum adustum ,,,,,,25/07/2016,44.38621,6.39601,2219,,,,,,,,,,
LP99,FR79,Leucanthemum coronopifolium coronopifolium,X,,,,X,25/07/2016,44.38621,6.39601,2219,Uncertain determination; see determination note,,,,,,,,,
LP100,FR80,Aster alpinus ,X,X,,,X,25/07/2016,44.38621,6.39601,2219,,,,,,,,,,
LP101,FR81,Achillea millefolium ,X,,,,,25/07/2016,44.38621,6.39601,2219,,,,,,,,,,
LP102,FR82,Solidago virgaurea ,,,,,,25/07/2016,44.38621,6.39601,2219,,,,,,,,,,
LP103,FR83,Scorzoneroides montana ,X,X,,,X,25/07/2016,44.38621,6.39601,2219,Uncertain determination; see determination note,,,,,,,,,
LP104,FR84,Antennaria dioica ,X,X,,,X,25/07/2016,44.38621,6.39601,2219,,,,,,,,,,
LP105,FR85,Jacobaea incana incana,X,X,,,X,25/07/2016,44.38621,6.39601,2219,All French plants are subsp incana,,,,,,,,,
LP106,FR86,Leontodon crispus ,X,X,,,X,25/07/2016,44.38621,6.39601,2219,,,,,,,,,,
LP107,FR87,Hieracium scorzonerifolium ,X,X,,,X,25/07/2016,44.38621,6.39601,2219,Uncertain determination; see determination note,,,,,,,,,
LP108,FR88,Hieracium murorum ,X,X,,,X,25/07/2016,44.38621,6.39601,2219,"Uncertain; macromorphology matches, but no starred hairs on bracts. ",,,,,,,,,
LP109,FR89a,Leontodon crispus ,X,X,,,X,25/07/2016,44.38621,6.39601,2219,"Mixed… Three different species! Leontodon crispsus, Leontodon hispidus, Hiearcium murorum; check vouchers",,,,,,,,,
LP110,FR89b,Leontodon hispidus ,X,X,,,X,25/07/2016,44.38621,6.39601,2219,"Mixed… Three different species! Leontodon crispsus, Leontodon hispidus, Hiearcium murorum; check vouchers",,,,,,,,,
LP111,FR89c,Hieracium sp ,,X,,,X,25/07/2016,44.38621,6.39601,2219,"Mixed… Three different species! Leontodon crispsus, Leontodon hispidus, Hiearcium murorum; check vouchers",,,,,,,,,
LP112,FR90,Hieracium lactucella ,,,,,,25/07/2016,44.38621,6.39601,2219,,,,,,,,,,
LP113,FR91,Pilosella lactucella ,X,X,,,X,25/07/2016,44.38528,6.39642,2184,,,,,,,,,,
LP114,FR92,Cirsium vulgare ,X,X,,,,25/07/2016,44.38528,6.39642,2184,,,,,,,,,,
LP115,FR93,Antennaria dioica ,X,,,,,25/07/2016,44.38528,6.39642,2184,,,,,,,,,,
LP116,FR94,Hieracium lactucella ,X,,,,,25/07/2016,44.38528,6.39642,2184,,,,,,,,,,
LP117,FR95,Senecio doronicum ,X,X,,,,25/07/2016,44.38528,6.39642,2184,,,,,,,,,,
LP118,FR96,Cirsium vulgare ,,,,,,25/07/2016,44.38528,6.39642,2184,,,,,,,,,,
LP119,FR97,Erigeron sp ,X,,,,,25/07/2016,44.38528,6.39642,2184,,,,,,,,,,
LP120,FR98,Hieracium pilosella ,X,X,,,,25/07/2016,44.38528,6.39642,2184,,,,,,,,,,
LP121,FR99,Solidago virgaurea ,X,,,,,25/07/2016,44.38528,6.39642,2184,,,,,,,,,,
LP122,FR100,Aster alpinus ,X,X,,,,25/07/2016,44.38339,6.39886,2119,,,,,,,,,,
LP123,FR102,Achillea millefolium ,X,,,,,25/07/2016,44.38339,6.39886,2119,,,,,,,,,,
LP124,FR103,Scorzoneroides pyrenaica ,X,,,,,25/07/2016,44.38339,6.39886,2119,,,,,,,,,,
LP125,FR104,Antennaria dioica ,X,X,,,X,25/07/2016,44.38339,6.39886,2119,Excellent voucher,,,,,,,,,
LP126,FR105,Hieracium lactucella ,,,,,,25/07/2016,44.38339,6.39886,2119,,,,,,,,,,
LP127,FR106,Pilosela lactucella ,X,X,,,X,25/07/2016,44.38339,6.39886,2119,,,,,,,,,,
LP128,FR107,Pilosella glacialis ,X,X,,,X,25/07/2016,44.38339,6.39886,2119,Uncertain determination; see determination note,,,,,,,,,
LP129,FR108,Hieracium murorum ,X,X,,,X,25/07/2016,44.38339,6.39886,2119,Matches all traits in key :),,,,,,,,,
LP130,FR109,Achillea millefolium ,X,,,,,25/07/2016,44.37932,6.3955,1985,,,,,,,,,,
LP131,FR110,Adenostyles alliariae ,X,,,,,25/07/2016,44.37932,6.3955,1985,,,,,,,,,,
LP132,FR111,Solidago virgaurea ,X,,,,,25/07/2016,44.37932,6.3955,1985,,,,,,,,,,
LP133,FR112,Tragopogon pratensis ,X,,,,,25/07/2016,44.37932,6.3955,1985,,,,,,,,,,
LP134,FR113,Cirsium vulgare ,X,,,,,25/07/2016,44.37932,6.3955,1985,,,,,,,,,,
LP135,FR114,Cirsium vulgare ,X,,,,,25/07/2016,44.37932,6.3955,1985,,,,,,,,,,
LP136,FR115,Leucanthemum adustum ,X,,,,,25/07/2016,44.37932,6.3955,1985,,,,,,,,,,
LP137,FR116,Solidago virgaurea ,X,,,,,25/07/2016,44.37932,6.3955,1985,,,,,,,,,,
LP138,FR117,Lactuca perennis ,X,X,,,X,25/07/2016,44.37932,6.3955,1985,,,,,,,,,,
LP139,FR118,Tolpis staticifolia ,X,X,,,X,25/07/2016,44.37932,6.3955,1985,,,,,,,,,,
LP140,FR119,Scorzoneroides pyrenaica ,X,,,,,25/07/2016,44.37932,6.3955,1985,,,,,,,,,,
LP141,FR120,Hieracium froelichianum ,X,X,,,X,25/07/2016,44.37932,6.3955,1985,Could be H. umbrosum or H. lachenalii,,,,,,,,,
LP142,FR121,Mycelis muralis ,X,X,,,X,25/07/2016,44.37932,6.3955,1985,,,,,,,,,,
LP143,FR122,Hieracium glaucum ,X,X,,,X,25/07/2016,44.37932,6.3955,1985,Uncertain determination; see determination note,,,,,,,,,
LP144,FR123,Hieracium amplexicaule ,X,X,,,X,25/07/2016,44.37932,6.3955,1985,,,,,,,,,,
LP145,FR124,Centaurea scabiosa ,X,,,,,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP146,FR125,Lactuca muralis ,X,,,,,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP147,FR126,Senecio ovatus ,X,,,,,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP148,FR127,Aster alpinus ,X,X,,,,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP149,FR128,Cirsium vullgare ,,,,,,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP150,FR129,Hieracium prenanthoides ,,,,,,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP151,FR130,Centaurea jacea ,,,,,,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP152,FR131,Lactuca muralis ,X,,,,,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP153,FR132,Preanthes purpurea ,X,X,,,X,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP154,FR133,Achillea millefolium ,X,,,,,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP155,FR134,Hieracium murorum ,X,X,,,X,25/07/2016,44.38569,6.39095,1922,Only one individual has all the characterizing traits; the two bigger ones lack starred hairs in inner bracts,,,,,,,,,
LP156,FR135,Hieracium amplexicaule ,X,X,,,X,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP157,FR136,Adenostyles alliariae ,X,,,,,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP158,FR137,Leucanthemum adustum ,X,,,,,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP159,FR138,Lactuca muralis ,X,,,,,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP160,FR139,Solidago virgaurea ,X,,,,,25/07/2016,44.38569,6.39095,1922,,,,,,,,,,
LP161,FR140a,Scorzoneroides pyrenaica ,X,X,,,,26/07/2016,44.25745,6.25511,1172,140-152,,,,,,,,,
LP162,FR140b,Arctium lappa ,X,X,,,X,26/07/2016,44.25745,6.25511,1172,140-152,,,,,,,,,
LP163,FR141,Artemisia absinthium ,X,,,,X,26/07/2016,44.25745,6.25511,1172,140-152,,,,,,,,,
LP164,FR142,Artemisia verlotiorum ,X,,,,X,26/07/2016,44.25745,6.25511,1172,140-152,,,,,,,,,
LP165,FR143,Inula bifrons ,X,X,,,X,26/07/2016,44.25745,6.25511,1172,140-152,,,,,,,,,
LP166,FR144,Carduus nutans nutans,X,X,,,X,26/07/2016,44.25745,6.25511,1172,140-152,,,,,,,,,
LP167,FR150,Catananche caerulea ,X,X,,,X,26/07/2016,44.25745,6.25511,1172,140-152,,,,,,,,,
LP168,FR151,Centaurea leucophaea ,X,,,,X,26/07/2016,44.25745,6.25511,1172,140-152,,,,,,,,,
LP169,FR152,Lactuca serriola ,X,,,,X,26/07/2016,44.25745,6.25511,1172,140-152,,,,,,,,,
LP170,FR153,Echinops ritro ,X,X,,,X,26/07/2016,44.25846,6.26345,1036,,,,,,,,,,
LP171,FR154,Achillea millefolium ,X,X,,,X,26/07/2016,44.25846,6.26345,1036,Check determination note,,,,,,,,,
LP172,FR155,Centaurea scabiosa alpestris,X,X,,,X,26/07/2016,44.25846,6.26345,1036,,,,,,,,,,
LP173,FR156,Picris hieracioides villarsii,X,X,,,X,26/07/2016,44.25846,6.26345,1036,Subspecific determination uncertain; see determination note,,,,,,,,,
LP174,FR157,Jacobaea vulgaris ,X,X,,,X,26/07/2016,44.27211,6.29882,1083,,,,,,,,,,
LP175,FR158,Prenanthes purpurea ,X,,,,,26/07/2016,44.27211,6.29882,1083,,,,,,,,,,
LP176,FR159,Lactuca muralis ,,,,,,26/07/2016,44.27211,6.29882,1083,,,,,,,,,,
LP177,FR160,Buphthalmum salicifolium ,X,X,,,X,26/07/2016,44.27211,6.29882,1083,Check determination note,,,,,,,,,
LP178,FR161,Arctium minus ,X,,,,,26/07/2016,44.27211,6.29882,1083,,,,,,,,,,
LP179,FR162,Carlina vulgaris ,X,,,,X,26/07/2016,44.27211,6.29882,1083,,,,,,,,,,
LP180,FR163,Tanacetum corymbosum ,X,,,,X,26/07/2016,44.27211,6.29882,1083,Check determination note,,,,,,,,,
LP181,FR164,Centaurea sp ,X,X,,,,26/07/2016,44.25846,6.26345,1036,,,,,,,,,,
LP182,FR165,Hieracium pilosella ,,,,,,26/07/2016,44.2486,6.22959,1586, ,,,,,,,,,
LP183,FR166,Lactuca perennis ,X,X,,,X,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP184,FR167,Achillea millefolium ,X,X,,,,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP185,FR168,Echinops ritro ,X,,,,,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP186,FR169,Cirsium acaule ,X,,,,,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP187,FR170,Echinops ritro ,X,X,,,,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP188,FR171,Catananche caerulea ,X,X,,,,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP189,FR172,Centaurea scabiosa ,X,X,,,,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP190,FR173,Antennaria dioica ,X,,,,,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP191,FR175,Centaurea jacea ,X,X,,,,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP192,FR176,Inula salicina ,X,X,,,X,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP193,FR177,Centaurea jacea jacea,X,,,,X,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP194,FR178,Hieracium pilosella ,X,,,,,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP195,FR179,Tragopogon pratensis ,X,,,,,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP196,FR180,Achillea millefolium ,X,X,,,,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP197,FR181a,Leucanthemum adusttum adustum,X,X,,,X,26/07/2016,44.2486,6.22959,1586,,,,,,,,,,
LP198,FR181b,Leucanthemum coronopifolium ,X,X,,,X,26/07/2016,44.2486,6.22959,1586,Uncertain determination; see determination note,,,,,,,,,
LP199,FR182,Achillea millefolium ,X,X,,,,26/07/2016,44.2476,6.23499,1380,,,,,,,,,,
LP200,FR183,Centaurea scabiosa ,X,,,,,26/07/2016,44.2476,6.23499,1380,,,,,,,,,,
LP201,FR184,Centaurea jacea ,X,X,,,,26/07/2016,44.2476,6.23499,1380,,,,,,,,,,
LP202,FR185,Inula salicina ,X,X,,,X,26/07/2016,44.2476,6.23499,1380,,,,,,,,,,
LP203,FR186,Inula salicina ,X,X,,,X,26/07/2016,44.2476,6.23499,1380,Check determination note,,,,,,,,,
LP204,FR187,Catananche caerulea ,X,X,,,,26/07/2016,44.2476,6.23499,1380,,,,,,,,,,
LP205,FR188,Cirsium acaule ,X,,,,,26/07/2016,44.2476,6.23499,1380,,,,,,,,,,
LP206,FR189,Leucanthemum adustum ,X,,,,X,26/07/2016,44.2476,6.23499,1380,,,,,,,,,,
LP207,FR190,Leucanthemum vulgare ,X,X,,,X,26/07/2016,44.2476,6.23499,1380,Check determination note,,,,,,,,,
LP208,FR191,Leucanthemum pallens ,X,X,,,X,26/07/2016,44.2476,6.23499,1380,Check determination note,,,,,,,,,
LP209,FR192,Inula bifrons ,X,X,,,,26/07/2016,44.2476,6.23499,1380,,,,,,,,,,
LP210,FR193,Inula montana ,X,X,,,X,26/07/2016,44.2476,6.23499,1380,Check determination note,,,,,,,,,
LP211,FR194,Senecio doria ,X,X,,,,26/07/2016,44.2476,6.23499,1380,,,,,,,,,,
LP212,FR195,Cirsium monspessulanum ,X,X,,,X,26/07/2016,44.2476,6.23499,1380,,,,,,,,,,
LP213,FR196,Echinops ritro ,X,X,,,,26/07/2016,44.2476,6.23499,1380,,,,,,,,,,
LP214,FR197,Doronicum clusii ,X,,,,X,26/07/2016,44.2476,6.23499,1380,Uncertain determination; see determination note,,,,,,,,,
LP215,FR198,Cirsium acaule ,X,,,,,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP216,FR199,Cirsium vulgare ,X,,,,X,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP217,FR200,Aster alpinus ,X,X,,,,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP218,FR201,Erigeron sp ,X,X,,,,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP219,FR202,Cirsium sp ,X,,,,,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP220,FR203,Adenostyles alliariae ,X,X,,,X,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP221,FR204,Solidago virgaurea alpestris,X,X,,,X,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP222,FR205,Arnica montana ,X,X,,,X,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP223,FR206,Senecio doronicum ,,,,,,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP224,FR207,Achillea millefolium ,X,,,,,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP225,FR208,Achillea millefolium ,X,,,,X,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP226,FR209,Tragopogon pratensis ,X,X,,,,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP227,FR210,Leucanthemum adustum ,X,X,,,,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP228,FR211,Centaurea uniflora ,X,X,,,X,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP229,FR212,Antennaria dioica ,X,X,,,,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP230,FR213,Berardia subacaulis ,X,,,,,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP231,FR214,Hieracium villosum ,X,X,,,X,27/07/2016,44.28474,6.4317,1772,Contains one uncertain specimen. Check determination note,,,,,,,,,
LP232,FR215,Leucanthemum adustum cuneifolium,X,X,,,X,27/07/2016,44.28474,6.4317,1772,Uncertain determination; see determination note. Subspecies cuneifolium is not actually recognized,,,,,,,,,
LP233,FR216,Leucanthemum adusttum adustum,X,,,,X,27/07/2016,44.28474,6.4317,1772,Determination uncertain. Check determination note,,,,,,,,,
LP234,FR217,Leontodon crispus ,X,X,,,X,27/07/2016,44.28474,6.4317,1772,Determination uncertain. Check determination note,,,,,,,,,
LP235,FR218,Tolpis staticifolia ,X,X,,,X,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP236,FR219,Hieracium murorum ,X,,,,,27/07/2016,44.28474,6.4317,1772,,,,,,,,,,
LP237,FR220,Jacobaea vulgaris ,X,X,,,X,27/07/2016,44.27839,6.4237,1421,,,,,,,,,,
LP238,FR221,Erigeron sp ,,,,,,27/07/2016,44.27839,6.4237,1421,,,,,,,,,,
LP239,FR222,Leucanthemum adustum ,X,,,,,27/07/2016,44.27839,6.4237,1421,,,,,,,,,,
LP240,FR223,Pilosella officinarum ,X,X,,,X,27/07/2016,44.27839,6.4237,1421,Determination uncertain. See determination note,,,,,,,,,
LP241,FR224,Centaurea scabiosa alpestris,X,X,,,X,27/07/2016,44.27839,6.4237,1421,,,,,,,,,,
